Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_15_880.jpg;7.431856;1;0;5.006117;122.6815;106.7109;0.443205;51.49819;0.8651909
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_15_945.jpg;7.436859;1;0;5.010977;122.8655;106.9476;0.4090417;52.50464;0.8729335
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_16_011.jpg;4.558109;1;0;5.011019;123.0468;107.1865;0.3647967;53.5846;0.8706408
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_16_080.jpg;1.552032;1;0;5.01152;123.2833;107.5071;0.2386371;54.3657;0.8636168
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_16_148.jpg;1.542162;1;0;5.011496;123.4588;107.7504;0.2002092;54.6397;0.8889822
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_16_211.jpg;4.451374;1;0;5.01098;123.6324;107.9957;0.1979579;54.97853;0.9278227
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_16_281.jpg;7.404733;1;0;5.010949;123.8593;108.3257;0.1919794;55.86681;0.9862466
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_16_349.jpg;10.52446;1;0;5.011033;124.0238;108.5766;0.1722744;57.00915;1.073696
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_16_411.jpg;13.43593;1;0;5.010045;124.1823;108.8286;0.03442861;58.52583;1.127638
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_16_478.jpg;15;1;0;5.009109;124.3837;109.1731;359.9851;60.84457;1.224474
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_16_549.jpg;15;1;0;5.003553;124.5267;109.4369;0.00780013;62.70206;1.287441
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_16_611.jpg;15;1;0;5.002673;124.6652;109.7026;0.00995308;64.44557;1.162269
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_16_679.jpg;15;1;0;5.013028;124.8318;110.0663;0.01048389;67.21958;1.141116
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_16_749.jpg;15;1;0;5.008744;124.9445;110.344;0.01580455;69.23557;1.226495
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_16_812.jpg;15;1;0;5.004397;125.049;110.6249;0.009280426;71.1855;1.260579
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_16_878.jpg;15;1;0;5.003004;125.1769;111.0041;0.02945296;73.75639;1.151739
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_16_949.jpg;15;1;0;5.006906;125.2582;111.2923;0.01445268;75.82116;1.187004
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_17_013.jpg;15;1;0;5.008029;125.331;111.583;0.00946943;77.81948;1.172058
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_17_078.jpg;15;1;0;5.009256;125.4101;111.9751;0.02645008;80.53362;1.228334
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_17_149.jpg;15;1;0;5.004184;125.4594;112.27;-0.002234986;82.42811;1.21364
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_17_212.jpg;15;1;0;5.021527;125.4996;112.5678;0.0242376;84.4073;1.129366
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_17_278.jpg;12.16533;1;0;5.008897;125.5335;112.9658;0.004608274;86.97038;1.186413
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_17_349.jpg;9.170827;1;0;5.008576;125.5508;113.2651;359.9931;88.57522;1.142174
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_17_415.jpg;12.29919;1;0;5.008373;125.5571;113.5656;0.02054241;90.12405;1.177965
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_17_479.jpg;15;1;0;5.005834;125.5532;113.9652;0.01258435;92.38892;1.158257
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_17_549.jpg;15;1;0;5.009461;125.538;114.2647;0.01517291;94.35034;1.164952
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_17_615.jpg;15;1;0;5.008279;125.5129;114.5633;0.006274683;96.32956;1.182648
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_17_678.jpg;15;1;0;5.013202;125.4638;114.96;0.01366249;98.9335;1.222057
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_17_745.jpg;15;1;0;5.002337;125.4176;115.2564;0.01793792;100.8765;1.146956
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_17_815.jpg;15;1;0;5.009008;125.3584;115.5501;0.007560753;102.9385;1.177585
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_17_879.jpg;15;1;0;5.008029;125.2653;115.9386;-0.001819178;105.6069;1.175907
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_17_945.jpg;13.52497;1;0;5.00925;125.1837;116.227;359.9926;107.5796;1.177613
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_18_014.jpg;10.50973;1;0;5.007724;125.0923;116.5132;0.0230919;109.3703;1.19491
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_18_080.jpg;7.354835;1;0;5.009151;124.9605;116.8906;-0.000398739;111.2287;1.126524
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_18_145.jpg;4.523247;1;0;5.011246;124.8532;117.1713;0.01073675;112.2371;1.090119
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_18_215.jpg;1.529487;1;0;5.011385;124.7407;117.45;0.01304147;112.8869;1.078119
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_18_282.jpg;0;1;0;5.011609;124.5871;117.8206;0.03473915;113.22;1.023708
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_18_345.jpg;0;1;0;5.011626;124.4697;118.0984;0.08433924;113.2982;0.9730679
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_18_415.jpg;0;1;0;5.011099;124.351;118.3767;0.1833004;113.3264;0.9139278
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_18_482.jpg;0;1;0;5.017265;124.1919;118.7483;0.3731406;113.3364;0.8045893
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_18_546.jpg;-3.023777;1;0;5.006037;124.0738;119.0276;0.5218559;113.162;0.6539042
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_18_612.jpg;-5.879215;1;0;5.006741;123.9577;119.3086;0.7076045;112.6869;0.4473428
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_18_682.jpg;-2.736453;1;0;5.01123;123.8063;119.6848;0.9697987;111.9106;0.106086
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_18_746.jpg;0;1;0;5.011779;123.6926;119.9669;1.166835;111.6068;359.9151
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_18_812.jpg;0;1;0;5.011473;123.5785;120.2481;1.319071;111.5219;359.8066
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_18_882.jpg;0;1;0;5.011616;123.4255;120.6194;1.313135;111.4074;359.9051
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_18_946.jpg;0;1;0;4.95204;123.3137;120.8964;1.26653;111.5717;359.9683
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_19_012.jpg;0;1;0;5.019701;123.2022;121.1756;1.268512;111.6127;359.9942
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_19_081.jpg;1.49569;1;0;5.014561;123.0535;121.549;1.303473;111.6674;-0.004167547
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_19_148.jpg;4.600701;1;0;5.002915;122.9408;121.8283;1.337403;112.0099;-0.004934901
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_19_211.jpg;1.685539;1;0;5.014334;122.8269;122.1077;1.385737;112.3899;-0.003617189
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_19_281.jpg;0;1;0;5.004801;122.6748;122.4802;1.458681;112.5756;-0.002075182
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_19_349.jpg;0;1;0;5.0166;122.5605;122.7597;1.517917;112.5885;-0.001551184
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_19_412.jpg;0;1;0;5.033824;122.447;123.0366;1.439687;112.5716;-0.001024265
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_19_478.jpg;0;1;0;5.013322;122.2952;123.407;1.393074;112.5334;-0.001405273
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_19_549.jpg;0;1;0;5.00831;122.1813;123.6851;1.377449;112.4898;-0.001005235
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_19_611.jpg;0;1;0;4.992833;122.0674;123.9635;1.378983;112.438;-0.001280498
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_19_678.jpg;1.492337;1;0;5.008891;121.9153;124.3352;1.4051;112.4442;-0.001619081
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_19_750.jpg;4.59636;1;0;5.020792;121.7995;124.6139;1.443628;112.7641;-0.001316883
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_19_812.jpg;7.627235;1;0;5.010198;121.681;124.8902;1.463045;113.3211;0.04727416
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_19_878.jpg;4.762832;1;0;5.020425;121.5204;125.2566;1.394525;114.367;0.05493278
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_19_948.jpg;1.633821;1;0;4.998584;121.397;125.5296;1.327409;114.8781;0.1066117
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_20_013.jpg;0;1;0;5.017321;121.2725;125.8024;1.282448;115.0575;0.1735728
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_20_079.jpg;0;1;0;5.000257;121.1066;126.1657;1.193995;115.1285;0.1916737
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_20_148.jpg;0;1;0;5.011768;120.9811;126.4382;1.149424;115.1074;0.199232
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_20_212.jpg;0;1;0;5.002551;120.855;126.7114;1.140038;115.0782;0.1974824
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_20_278.jpg;0;1;0;5.014047;120.6871;127.0754;1.150009;115.0142;0.1714992
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_20_349.jpg;0;1;0;5.019523;120.5609;127.3496;1.198077;114.9853;0.1343296
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_20_414.jpg;0;1;0;5.012281;120.4351;127.6234;1.247669;114.9125;0.08024873
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_20_478.jpg;0;1;0;5.018575;120.2671;127.9898;1.355358;114.8671;-0.002717174
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_20_548.jpg;0;1;0;4.990524;120.1404;128.2637;1.426692;114.8296;-0.003572576
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_20_615.jpg;0;1;0;5.017178;120.0138;128.538;1.50435;114.816;-0.00322795
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_20_678.jpg;0;1;0;5.004222;119.8463;128.9021;1.47809;114.7979;-0.002016404
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_20_747.jpg;0;1;0;5.013967;119.7213;129.1752;1.448519;114.7696;-0.00158052
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_20_815.jpg;0;1;0;5.007652;119.5963;129.4488;1.437388;114.7406;-0.001580539
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_20_878.jpg;0;1;0;5.024162;119.4301;129.8138;1.438072;114.6855;-0.001407782
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_20_945.jpg;0;1;0;5.01406;119.3054;130.088;1.45771;114.6534;-0.001566541
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_21_014.jpg;0;1;0;5.019697;119.1809;130.3623;1.481468;114.6104;-0.001175185
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_21_079.jpg;0;1;0;4.988723;119.0151;130.7284;1.526202;114.5511;-0.001681864
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_21_145.jpg;0;1;0;5.007223;118.8921;131.0007;1.427592;114.512;-0.001295123
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_21_214.jpg;0;1;0;5.013361;118.7688;131.2741;1.370791;114.4752;-0.001329519
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_21_280.jpg;0;1;0;5.008584;118.6045;131.6392;1.330015;114.4257;-0.001118932
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_21_345.jpg;0;1;0;5.022479;118.4812;131.9135;1.323213;114.3825;-0.001293278
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_21_414.jpg;0;1;0;5.008613;118.3579;132.1883;1.337936;114.3531;-0.001498915
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_21_479.jpg;0;1;0;5.021582;118.1937;132.5549;1.371853;114.2984;-0.001417884
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_21_545.jpg;0;1;0;5.014301;118.0707;132.8303;1.414325;114.2683;-0.001566324
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_21_615.jpg;0;1;0;5.021477;117.9479;133.1056;1.457352;114.2263;-0.001153555
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_21_679.jpg;0;1;0;5.014225;117.7842;133.4734;1.527699;114.1823;-0.001652666
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_21_746.jpg;0;1;0;5.00605;117.6628;133.7468;1.444467;114.1459;-0.001389905
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_21_815.jpg;0;1;0;5.013472;117.5412;134.0211;1.398362;114.1091;-0.001358118
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_21_883.jpg;0;1;0;5.008421;117.3792;134.3875;1.367636;114.0593;-0.001159808
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_21_945.jpg;0;1;0;5.022566;117.2576;134.6626;1.365721;114.017;-0.001331705
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_22_015.jpg;0;1;0;5.008791;117.1361;134.9383;1.382594;113.9865;-0.001520774
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_22_082.jpg;0;1;0;5.020966;116.9742;135.3063;1.425399;113.9561;-0.002122204
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_22_145.jpg;0;1;0;4.982908;116.8532;135.5818;1.453223;113.8805;-0.001656587
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_22_211.jpg;0;1;0;5.015781;116.7322;135.858;1.496309;113.8407;-0.001337092
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_22_282.jpg;0;1;0;5.000869;116.5715;136.2258;1.47742;113.792;-0.002544104
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_22_345.jpg;0;1;0;4.960307;116.4524;136.4993;1.395883;113.7173;-0.001664792
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_22_412.jpg;0;1;0;5.01403;116.3327;136.7746;1.360152;113.678;-0.001158444
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_22_482.jpg;0;1;0;5.002832;116.1733;137.1421;1.340011;113.5755;0.0009749826
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_22_545.jpg;0;1;0;5.013259;116.0538;137.4184;1.350895;113.5395;-0.001362895
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_22_612.jpg;0;1;0;5.004941;115.9343;137.6953;1.37946;113.5305;-0.002134466
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_22_682.jpg;0;1;0;5.016323;115.7756;138.0643;1.421631;113.4382;-0.001430431
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_22_746.jpg;0;1;0;5.016552;115.6566;138.3417;1.470135;113.4167;-0.00191802
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_22_812.jpg;2.878938;1;0;5.016968;115.5373;138.6187;1.514823;113.4754;-0.002549886
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_22_882.jpg;5.998539;1;0;5.009343;115.3764;138.9843;1.440721;114.0591;-0.0005440257
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_22_946.jpg;5.977987;1;0;5.008869;115.2516;139.2569;1.381709;114.7919;0.06066244
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_23_012.jpg;3.108473;1;0;5.005906;115.1244;139.5289;1.339938;115.4288;0.1627321
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_23_082.jpg;0.1160248;1;0;5.026827;114.9562;139.8894;1.163861;116.0164;0.1624913
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_23_147.jpg;0;1;0;5.014515;114.827;140.1593;1.069318;116.0929;0.2068976
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_23_212.jpg;0;1;0;5.026344;114.6971;140.4289;1.000787;116.1289;0.2510887
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_23_281.jpg;0;1;0;5.015211;114.5228;140.7897;0.9722784;116.0991;0.2858932
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_23_348.jpg;0;1;0;4.999496;114.3919;141.0606;0.9785752;116.0646;0.2889025
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_23_412.jpg;0;1;0;5.021208;114.2609;141.3317;1.013349;116.021;0.2753975
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_23_482.jpg;0;1;0;5.015495;114.086;141.6946;1.099174;115.9739;0.2246197
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_23_549.jpg;0;1;0;4.99852;113.955;141.9668;1.177015;115.9221;0.1680311
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_23_612.jpg;0;1;0;5.020239;113.8242;142.2393;1.27184;115.8706;0.0978524
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_23_678.jpg;0;1;0;4.9861;113.6497;142.6031;1.412241;115.8041;-0.003020475
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_23_749.jpg;0;1;0;5.007402;113.5179;142.8754;1.511644;115.7958;-0.004265657
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_23_811.jpg;0;1;0;5.005155;113.3872;143.1461;1.462829;115.7382;-0.0006593547
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_23_879.jpg;0;1;0;5.004042;113.2151;143.505;1.351963;115.7957;-0.001427934
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_23_949.jpg;0;1;0;5.01406;113.0854;143.776;1.318599;115.744;-0.0009351298
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_24_012.jpg;0;1;0;5.024539;112.956;144.0468;1.298719;115.7925;-0.00350017
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_24_078.jpg;0;1;0;5.014123;112.783;144.4092;1.314789;115.7473;-0.001139741
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_24_148.jpg;0;1;0;5.005202;112.6533;144.6809;1.338641;115.7387;-0.001967925
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_24_212.jpg;0;1;0;5.014299;112.5234;144.9531;1.377709;115.7086;-0.001375827
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_24_278.jpg;0;1;0;5.005042;112.3505;145.3162;1.440357;115.6669;-0.001512671
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_24_348.jpg;0;1;0;5.016816;112.2208;145.5889;1.493832;115.6333;-0.001478758
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_24_413.jpg;0;1;0;5.005899;112.0918;145.8607;1.498103;115.5926;-0.004083154
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_24_478.jpg;0;1;0;4.97121;111.9209;146.2216;1.413759;115.5399;-0.001537287
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_24_547.jpg;0;1;0;5.010495;111.7925;146.4931;1.381658;115.5016;-0.001248286
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_24_613.jpg;0;1;0;5.004253;111.6641;146.7652;1.374826;115.4857;-0.001952422
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_24_678.jpg;0;1;0;5.015312;111.4932;147.1279;1.3784;115.3987;-0.001368408
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_24_748.jpg;0;1;0;5.016247;111.365;147.4008;1.405846;115.3766;-0.001801791
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_24_815.jpg;0;1;0;5.017102;111.237;147.6736;1.435371;115.3228;-0.001557425
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_24_878.jpg;0;1;0;5.016359;111.0664;148.0379;1.493109;115.2825;-0.001799565
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_24_947.jpg;0;1;0;4.999295;110.9392;148.3105;1.494632;115.2602;-0.004439132
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_25_014.jpg;-3.11764;1;0;4.997313;110.8131;148.5824;1.425076;115.1137;-0.0008762693
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_25_078.jpg;-3.184096;1;0;5.009243;110.6474;148.9466;1.368235;114.5487;-0.0006636246
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_25_145.jpg;-0.2232875;1;0;5.018427;110.5235;149.2208;1.356261;114.2498;-0.001879816
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_25_215.jpg;0;1;0;5.014902;110.3999;149.4948;1.351795;114.179;-0.00334679
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_25_278.jpg;0;1;0;5.016672;110.2354;149.8613;1.380589;114.1312;-0.003503837
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_25_346.jpg;0;1;0;4.997827;110.1124;150.1362;1.408739;114.1277;-0.00340756
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_25_414.jpg;0;1;0;5.016827;109.9895;150.4115;1.448161;114.1152;-0.003059114
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_25_479.jpg;0;1;0;4.997848;109.8258;150.7791;1.510718;114.0939;-0.002759822
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_25_546.jpg;0;1;0;5.008886;109.7038;151.0539;1.476902;114.0668;-0.002410337
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_25_615.jpg;0;1;0;5.008892;109.5829;151.3272;1.404158;114.0339;-0.001718468
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_25_679.jpg;0;1;0;5.014103;109.4213;151.6937;1.365004;113.9951;-0.001551533
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_25_745.jpg;-2.870245;1;0;5.00409;109.3011;151.9689;1.351988;113.7884;2.364544E-05
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_25_816.jpg;-5.866181;1;0;5.014114;109.1825;152.2456;1.360259;113.335;-0.0004754724
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_25_879.jpg;-2.745472;1;0;5.004928;109.0267;152.6157;1.388919;112.627;-0.00139206
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_25_945.jpg;0;1;0;5.016386;108.9105;152.8939;1.423637;112.3604;-0.004607505
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_26_015.jpg;0;1;0;5.003973;108.7946;153.1726;1.471008;112.2984;359.9935
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_26_082.jpg;0;1;0;5.015824;108.641;153.5436;1.503407;112.2612;359.9941
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_26_145.jpg;0;1;0;5.024265;108.5267;153.8217;1.4937;112.2536;-0.003963123
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_26_215.jpg;0;1;0;5.009283;108.4128;154.1004;1.499556;112.2407;-0.003662235
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_26_282.jpg;0;1;0;5.019661;108.2612;154.4725;1.524162;112.218;-0.003048864
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_26_346.jpg;0;1;0;5.001916;108.1488;154.7493;1.417019;112.1829;-0.001494428
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_26_411.jpg;-1.473664;1;0;5.013979;108.0367;155.0272;1.347195;112.1328;-0.00142697
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_26_481.jpg;-4.487448;1;0;5.00707;107.8894;155.3993;1.292349;111.6922;-0.0003268383
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_26_546.jpg;-4.549808;1;0;5.025644;107.7812;155.6795;1.275204;111.0923;-0.001431946
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_26_612.jpg;-1.684309;1;0;5.007972;107.674;155.9609;1.285173;110.6261;-0.00368496
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_26_682.jpg;0;1;0;5.02377;107.5316;156.3362;1.314351;110.3807;359.9941
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_26_746.jpg;0;1;0;5.014594;107.4251;156.6185;1.358695;110.3573;359.9933
C:\Users\panag\Desktop\rover_data\IMG\robocam_2018_10_22_14_11_26_812.jpg;0;1;0;5.024323;107.319;156.9006;1.403477;110.3665;359.9936
